,id,feed_id,title,author,summary,content,url,extracted_content_url,published,created_at
0,4008167344,2593879,"IT Data Scientist - Volm Companies - Wausau, WI",,"The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud… From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all Wausau, WI jobs","The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud…<br>From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all <a href=""https://www.indeed.com/jobs?l=Wausau%2C+WI"">Wausau, WI jobs</a>","https://www.indeed.com/viewjob?t=IT+Data+Scientist&c=Volm+Companies&l=Wausau,+WI&jk=ae561962be58397e&rtk=1gpsigq8mkp2h800&from=rss",https://extract.feedbin.com/parser/feedbin/6deb1e4609257aa0e2ee121e1f2270ccc64e71d4?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9SVQrRGF0YStTY2llbnRpc3QmYz1Wb2xtK0NvbXBhbmllcyZsPVdhdXNhdSwrV0kmams9YWU1NjE5NjJiZTU4Mzk3ZSZydGs9MWdwc2lncThta3AyaDgwMCZmcm9tPXJzcw==,2023-02-03T20:56:45.000000Z,2023-02-22T12:45:38.261546Z
1,4007877370,2593879,"Senior Data Analyst - Ryder System - Charleston, WV",,"Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics & machine learning… $70,000 - $95,000 a year From Ryder - Thu, 26 Jan 2023 18:16:23 GMT - View all Charleston, WV jobs","Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics &amp; machine learning… $70,000 - $95,000 a year<br>From Ryder - Thu, 26 Jan 2023 18:16:23 GMT - View all <a href=""https://www.indeed.com/jobs?l=Charleston%2C+WV"">Charleston, WV jobs</a>","https://www.indeed.com/viewjob?t=Senior+Data+Analyst&c=Ryder+System&l=Charleston,+WV&jk=5dbb25f69d6c5bcc&rtk=1gps30op021fg000&from=rss",https://extract.feedbin.com/parser/feedbin/5213746df24c87d81daf221c8dabf4faed59e8bf?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VuaW9yK0RhdGErQW5hbHlzdCZjPVJ5ZGVyK1N5c3RlbSZsPUNoYXJsZXN0b24sK1dWJmprPTVkYmIyNWY2OWQ2YzViY2MmcnRrPTFncHMzMG9wMDIxZmcwMDAmZnJvbT1yc3M=,2023-01-26T18:16:23.000000Z,2023-02-22T08:14:43.101034Z
2,4007877369,2593879,"COOP - Senior Data Analyst - Ryder System - Charleston, WV",,"Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year From Ryder - Fri, 17 Feb 2023 00:15:53 GMT - View all Charleston, WV jobs","Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year<br>From Ryder - Fri, 17 Feb 2023 00:15:53 GMT - View all <a href=""https://www.indeed.com/jobs?l=Charleston%2C+WV"">Charleston, WV jobs</a>","https://www.indeed.com/viewjob?t=Coop&c=Ryder+System&l=Charleston,+WV&jk=77dec1f0ed723d9c&rtk=1gps30op021fg000&from=rss",https://extract.feedbin.com/parser/feedbin/b264704a171fd8b1d13d764c917e9b2151330ecd?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9Q29vcCZjPVJ5ZGVyK1N5c3RlbSZsPUNoYXJsZXN0b24sK1dWJmprPTc3ZGVjMWYwZWQ3MjNkOWMmcnRrPTFncHMzMG9wMDIxZmcwMDAmZnJvbT1yc3M=,2023-02-17T00:15:53.000000Z,2023-02-22T08:14:43.092279Z
3,4007877365,2593879,Sentinel(GBSD) Data Scientist - 9200 - Northrop Grumman - Wyoming,,"Data scientist / Data analytics professional responsible for production of analytics dashboards using Tableau. Experience with data preparation/cleansing. $66,600 - $99,800 a year From Northrop Grumman - Wed, 21 Dec 2022 00:59:49 GMT - View all Wyoming","Data scientist / Data analytics professional responsible for production of analytics dashboards using Tableau. Experience with data preparation/cleansing. $66,600 - $99,800 a year<br>From Northrop Grumman - Wed, 21 Dec 2022 00:59:49 GMT - View all <a href=""https://www.indeed.com/jobs?l=Wyoming"">Wyoming jobs</a>",https://www.indeed.com/viewjob?t=Sentinel+Data+Scientist&c=Northrop+Grumman&l=Wyoming&jk=5aa4b9fb1c987f18&rtk=1gps30op021fg000&from=rss,https://extract.feedbin.com/parser/feedbin/65579ac2ed00e0f914c4eb827865c424897bb5b7?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VudGluZWwrRGF0YStTY2llbnRpc3QmYz1Ob3J0aHJvcCtHcnVtbWFuJmw9V3lvbWluZyZqaz01YWE0YjlmYjFjOTg3ZjE4JnJ0az0xZ3BzMzBvcDAyMWZnMDAwJmZyb209cnNz,2022-12-21T00:59:49.000000Z,2023-02-22T08:14:43.060348Z
4,4007877362,2593879,"Senior Data Analyst - Ryder System - Cheyenne, WY",,"Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics & machine learning… $70,000 - $95,000 a year From Ryder - Thu, 26 Jan 2023 18:16:22 GMT - View all Cheyenne, WY jobs","Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics &amp; machine learning… $70,000 - $95,000 a year<br>From Ryder - Thu, 26 Jan 2023 18:16:22 GMT - View all <a href=""https://www.indeed.com/jobs?l=Cheyenne%2C+WY"">Cheyenne, WY jobs</a>","https://www.indeed.com/viewjob?t=Senior+Data+Analyst&c=Ryder+System&l=Cheyenne,+WY&jk=ee009456c83f17d3&rtk=1gps30op021fg000&from=rss",https://extract.feedbin.com/parser/feedbin/f828f6938f05aa730a367adc1d14373ba9d06892?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VuaW9yK0RhdGErQW5hbHlzdCZjPVJ5ZGVyK1N5c3RlbSZsPUNoZXllbm5lLCtXWSZqaz1lZTAwOTQ1NmM4M2YxN2QzJnJ0az0xZ3BzMzBvcDAyMWZnMDAwJmZyb209cnNz,2023-01-26T18:16:22.000000Z,2023-02-22T08:14:43.037797Z
5,4007877359,2593879,"COOP - Senior Data Analyst - Ryder System - Cheyenne, WY",,"Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year From Ryder - Fri, 17 Feb 2023 00:16:02 GMT - View all Cheyenne, WY jobs","Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year<br>From Ryder - Fri, 17 Feb 2023 00:16:02 GMT - View all <a href=""https://www.indeed.com/jobs?l=Cheyenne%2C+WY"">Cheyenne, WY jobs</a>","https://www.indeed.com/viewjob?t=Coop&c=Ryder+System&l=Cheyenne,+WY&jk=774497a30c472ded&rtk=1gps30op021fg000&from=rss",https://extract.feedbin.com/parser/feedbin/1daab3825a9e064650a8a29c4e0067f8c83d250e?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9Q29vcCZjPVJ5ZGVyK1N5c3RlbSZsPUNoZXllbm5lLCtXWSZqaz03NzQ0OTdhMzBjNDcyZGVkJnJ0az0xZ3BzMzBvcDAyMWZnMDAwJmZyb209cnNz,2023-02-17T00:16:02.000000Z,2023-02-22T08:14:43.025043Z
6,4006917461,2593879,"IT Data Scientist - Volm Companies - Antigo, WI",,"The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud… From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all Antigo, WI jobs","The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud…<br>From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all <a href=""https://www.indeed.com/jobs?l=Antigo%2C+WI"">Antigo, WI jobs</a>","https://www.indeed.com/viewjob?t=IT+Data+Scientist&c=Volm+Companies&l=Antigo,+WI&jk=54dbcd0f853e1e16&rtk=1gpqhcnj9isa8800&from=rss",https://extract.feedbin.com/parser/feedbin/848b4edcd313b627d278864a8d8a2cb2487966fc?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9SVQrRGF0YStTY2llbnRpc3QmYz1Wb2xtK0NvbXBhbmllcyZsPUFudGlnbywrV0kmams9NTRkYmNkMGY4NTNlMWUxNiZydGs9MWdwcWhjbmo5aXNhODgwMCZmcm9tPXJzcw==,2023-02-03T20:56:45.000000Z,2023-02-21T16:46:12.570265Z
7,4006917460,2593879,Data Mining Analyst - Change Healthcare - West Virginia,,"In addition to your salary, Change Healthcare offers benefits such as a comprehensive benefits package, incentive and recognition programs, equity and 401k… $67,500 - $167,280 a year From Change Healthcare - Thu, 24 Mar 2022 07:23:59 GMT - View all West","In addition to your salary, Change Healthcare offers benefits such as a comprehensive benefits package, incentive and recognition programs, equity and 401k… $67,500 - $167,280 a year<br>From Change Healthcare - Thu, 24 Mar 2022 07:23:59 GMT - View all <a href=""https://www.indeed.com/jobs?l=West+Virginia"">West Virginia jobs</a>",https://www.indeed.com/viewjob?t=Data+Mining+Analyst&c=Change+Healthcare&l=West+Virginia&jk=2617849d76f7f69d&rtk=1gpqhcnj9isa8800&from=rss,https://extract.feedbin.com/parser/feedbin/1f8a01f3539f8276970ecb60e335d3ec9b63ae7f?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9RGF0YStNaW5pbmcrQW5hbHlzdCZjPUNoYW5nZStIZWFsdGhjYXJlJmw9V2VzdCtWaXJnaW5pYSZqaz0yNjE3ODQ5ZDc2ZjdmNjlkJnJ0az0xZ3BxaGNuajlpc2E4ODAwJmZyb209cnNz,2022-03-24T07:23:59.000000Z,2023-02-21T16:46:12.566508Z
8,4006917459,2593879,ClaimsXten Senior Claims Data Analyst - Change Healthcare - West Virginia,,"3 years of experience with health insurance claims data including the unique elements of professional, and facility claims. $81,630 - $202,200 a year From Change Healthcare - Wed, 29 Jun 2022 07:17:19 GMT - View all West Virginia jobs","3 years of experience with health insurance claims data including the unique elements of professional, and facility claims. $81,630 - $202,200 a year<br>From Change Healthcare - Wed, 29 Jun 2022 07:17:19 GMT - View all <a href=""https://www.indeed.com/jobs?l=West+Virginia"">West Virginia jobs</a>",https://www.indeed.com/viewjob?t=Claimsxten+Senior+Claim+Data+Analyst&c=Change+Healthcare&l=West+Virginia&jk=c557d7089e09f672&rtk=1gpqhcnj9isa8800&from=rss,https://extract.feedbin.com/parser/feedbin/edaf6c2c62ba69a1fd358a38c8ee37301c1fe7c6?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9Q2xhaW1zeHRlbitTZW5pb3IrQ2xhaW0rRGF0YStBbmFseXN0JmM9Q2hhbmdlK0hlYWx0aGNhcmUmbD1XZXN0K1ZpcmdpbmlhJmprPWM1NTdkNzA4OWUwOWY2NzImcnRrPTFncHFoY25qOWlzYTg4MDAmZnJvbT1yc3M=,2022-06-29T07:17:19.000000Z,2023-02-21T16:46:12.563196Z
9,4006917458,2593879,Senior Financial Data Analyst - Advisor Group - West Virginia,,"The Senior Financial Data Analyst role is part of Advisor Group’s Business Intelligence and Analytics group within the Corporate Finance function focused on… From Advisor Group - Sat, 24 Sep 2022 16:35:14 GMT - View all West Virginia jobs","The Senior Financial Data Analyst role is part of Advisor Group’s Business Intelligence and Analytics group within the Corporate Finance function focused on…<br>From Advisor Group - Sat, 24 Sep 2022 16:35:14 GMT - View all <a href=""https://www.indeed.com/jobs?l=West+Virginia"">West Virginia jobs</a>",https://www.indeed.com/viewjob?t=Senior+Financial+Data+Analyst&c=Advisor+Group&l=West+Virginia&jk=2b26fc27cbdb6b8a&rtk=1gpqhcnj9isa8800&from=rss,https://extract.feedbin.com/parser/feedbin/ada659aeb85fa6a548f4ced66420d44c156b864b?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VuaW9yK0ZpbmFuY2lhbCtEYXRhK0FuYWx5c3QmYz1BZHZpc29yK0dyb3VwJmw9V2VzdCtWaXJnaW5pYSZqaz0yYjI2ZmMyN2NiZGI2YjhhJnJ0az0xZ3BxaGNuajlpc2E4ODAwJmZyb209cnNz,2022-09-24T16:35:14.000000Z,2023-02-21T16:46:12.559284Z
