,id,feed_id,title,author,summary,content,url,extracted_content_url,published,created_at
0,4011305559,2593879,"Geographer Data Scientist - Leidos - Morgantown, WV",,"Collaborate with interdisciplinary team, including geologists, geographers, chemists, computer scientists, environmental scientists, and other researchers to… $63,050 - $130,950 a year From Leidos - Fri, 24 Feb 2023 08:20:30 GMT - View all Morgantown, WV","Collaborate with interdisciplinary team, including geologists, geographers, chemists, computer scientists, environmental scientists, and other researchers to… $63,050 - $130,950 a year<br>From Leidos - Fri, 24 Feb 2023 08:20:30 GMT - View all <a href=""https://www.indeed.com/jobs?l=Morgantown%2C+WV"">Morgantown, WV jobs</a>","https://www.indeed.com/viewjob?t=Geographer+Data+Scientist&c=Leidos&l=Morgantown,+WV&jk=685cbaf35f6924de&rtk=1gq5s0l6p21fg000&from=rss",https://extract.feedbin.com/parser/feedbin/c18b8774493b3518dde6c0bb0dcb7dfe3cf396d6?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9R2VvZ3JhcGhlcitEYXRhK1NjaWVudGlzdCZjPUxlaWRvcyZsPU1vcmdhbnRvd24sK1dWJmprPTY4NWNiYWYzNWY2OTI0ZGUmcnRrPTFncTVzMGw2cDIxZmcwMDAmZnJvbT1yc3M=,2023-02-24T08:20:30.000000Z,2023-02-24T12:36:59.373026Z
1,4009159256,2593879,"Sr Product Manager - AI/ML Software - Groq - Mount View, WI",,"Design and own business-critical important metrics and engage with user experience researchers and data scientists to continuously improve product performance. From Groq - Fri, 11 Mar 2022 21:27:59 GMT - View all Mount View, WI jobs","Design and own business-critical important metrics and engage with user experience researchers and data scientists to continuously improve product performance.<br>From Groq - Fri, 11 Mar 2022 21:27:59 GMT - View all <a href=""https://www.indeed.com/jobs?l=Mount+View%2C+WI"">Mount View, WI jobs</a>","https://www.indeed.com/viewjob?t=Senior+Product+Manager&c=Groq&l=Mount+View,+WI&jk=45ad95500078a43b&rtk=1gq5s0l6p21fg000&from=rss",https://extract.feedbin.com/parser/feedbin/eb20f3779c249b85015391e7724027077f05e0ea?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VuaW9yK1Byb2R1Y3QrTWFuYWdlciZjPUdyb3EmbD1Nb3VudCtWaWV3LCtXSSZqaz00NWFkOTU1MDAwNzhhNDNiJnJ0az0xZ3E1czBsNnAyMWZnMDAwJmZyb209cnNz,2022-03-11T21:27:59.000000Z,2023-02-23T02:25:38.322380Z
2,4008167344,2593879,"IT Data Scientist - Volm Companies - Wausau, WI",,"The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud… From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all Wausau, WI jobs","The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud…<br>From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all <a href=""https://www.indeed.com/jobs?l=Wausau%2C+WI"">Wausau, WI jobs</a>","https://www.indeed.com/viewjob?t=IT+Data+Scientist&c=Volm+Companies&l=Wausau,+WI&jk=ae561962be58397e&rtk=1gq5s0l6p21fg000&from=rss",https://extract.feedbin.com/parser/feedbin/6a02ed9e36845a3905cfd79573b695c437999846?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9SVQrRGF0YStTY2llbnRpc3QmYz1Wb2xtK0NvbXBhbmllcyZsPVdhdXNhdSwrV0kmams9YWU1NjE5NjJiZTU4Mzk3ZSZydGs9MWdxNXMwbDZwMjFmZzAwMCZmcm9tPXJzcw==,2023-02-03T20:56:45.000000Z,2023-02-22T12:45:38.261546Z
3,4007877370,2593879,"Senior Data Analyst - Ryder System - Charleston, WV",,"Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics & machine learning… $70,000 - $95,000 a year From Ryder - Thu, 26 Jan 2023 18:16:23 GMT - View all Charleston, WV jobs","Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics &amp; machine learning… $70,000 - $95,000 a year<br>From Ryder - Thu, 26 Jan 2023 18:16:23 GMT - View all <a href=""https://www.indeed.com/jobs?l=Charleston%2C+WV"">Charleston, WV jobs</a>","https://www.indeed.com/viewjob?t=Senior+Data+Analyst&c=Ryder+System&l=Charleston,+WV&jk=5dbb25f69d6c5bcc&rtk=1gpukpuvqkp2h800&from=rss",https://extract.feedbin.com/parser/feedbin/8a3d6979624e73b8595717a1854d7352c3f31f7e?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VuaW9yK0RhdGErQW5hbHlzdCZjPVJ5ZGVyK1N5c3RlbSZsPUNoYXJsZXN0b24sK1dWJmprPTVkYmIyNWY2OWQ2YzViY2MmcnRrPTFncHVrcHV2cWtwMmg4MDAmZnJvbT1yc3M=,2023-01-26T18:16:23.000000Z,2023-02-22T08:14:43.101034Z
4,4007877369,2593879,"COOP - Senior Data Analyst - Ryder System - Charleston, WV",,"Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year From Ryder - Fri, 17 Feb 2023 00:15:53 GMT - View all Charleston, WV jobs","Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year<br>From Ryder - Fri, 17 Feb 2023 00:15:53 GMT - View all <a href=""https://www.indeed.com/jobs?l=Charleston%2C+WV"">Charleston, WV jobs</a>","https://www.indeed.com/viewjob?t=Coop&c=Ryder+System&l=Charleston,+WV&jk=77dec1f0ed723d9c&rtk=1gpukpuvqkp2h800&from=rss",https://extract.feedbin.com/parser/feedbin/e18905dab546df4b0bc623f843bec67e47fe414d?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9Q29vcCZjPVJ5ZGVyK1N5c3RlbSZsPUNoYXJsZXN0b24sK1dWJmprPTc3ZGVjMWYwZWQ3MjNkOWMmcnRrPTFncHVrcHV2cWtwMmg4MDAmZnJvbT1yc3M=,2023-02-17T00:15:53.000000Z,2023-02-22T08:14:43.092279Z
5,4007877365,2593879,Sentinel(GBSD) Data Scientist - 9200 - Northrop Grumman - Wyoming,,"Data scientist / Data analytics professional responsible for production of analytics dashboards using Tableau. Experience with data preparation/cleansing. $66,600 - $99,800 a year From Northrop Grumman - Wed, 21 Dec 2022 00:59:49 GMT - View all Wyoming","Data scientist / Data analytics professional responsible for production of analytics dashboards using Tableau. Experience with data preparation/cleansing. $66,600 - $99,800 a year<br>From Northrop Grumman - Wed, 21 Dec 2022 00:59:49 GMT - View all <a href=""https://www.indeed.com/jobs?l=Wyoming"">Wyoming jobs</a>",https://www.indeed.com/viewjob?t=Sentinel+Data+Scientist&c=Northrop+Grumman&l=Wyoming&jk=5aa4b9fb1c987f18&rtk=1gps30op021fg000&from=rss,https://extract.feedbin.com/parser/feedbin/65579ac2ed00e0f914c4eb827865c424897bb5b7?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VudGluZWwrRGF0YStTY2llbnRpc3QmYz1Ob3J0aHJvcCtHcnVtbWFuJmw9V3lvbWluZyZqaz01YWE0YjlmYjFjOTg3ZjE4JnJ0az0xZ3BzMzBvcDAyMWZnMDAwJmZyb209cnNz,2022-12-21T00:59:49.000000Z,2023-02-22T08:14:43.060348Z
6,4007877362,2593879,"Senior Data Analyst - Ryder System - Cheyenne, WY",,"Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics & machine learning… $70,000 - $95,000 a year From Ryder - Thu, 26 Jan 2023 18:16:22 GMT - View all Cheyenne, WY jobs","Our Financial Data Analytics team operates in a fast paced environment where we are challenged to utilize the cutting edge analytics &amp; machine learning… $70,000 - $95,000 a year<br>From Ryder - Thu, 26 Jan 2023 18:16:22 GMT - View all <a href=""https://www.indeed.com/jobs?l=Cheyenne%2C+WY"">Cheyenne, WY jobs</a>","https://www.indeed.com/viewjob?t=Senior+Data+Analyst&c=Ryder+System&l=Cheyenne,+WY&jk=ee009456c83f17d3&rtk=1gpukpuvqkp2h800&from=rss",https://extract.feedbin.com/parser/feedbin/5e52d37e6391e7a167eb58f4b0cd57864279d0dd?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9U2VuaW9yK0RhdGErQW5hbHlzdCZjPVJ5ZGVyK1N5c3RlbSZsPUNoZXllbm5lLCtXWSZqaz1lZTAwOTQ1NmM4M2YxN2QzJnJ0az0xZ3B1a3B1dnFrcDJoODAwJmZyb209cnNz,2023-01-26T18:16:22.000000Z,2023-02-22T08:14:43.037797Z
7,4007877359,2593879,"COOP - Senior Data Analyst - Ryder System - Cheyenne, WY",,"Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year From Ryder - Fri, 17 Feb 2023 00:16:02 GMT - View all Cheyenne, WY jobs","Applicants from Colorado and New York: Salary is determined based on internal equity; internal salary ranges; market data/ranges; applicant’s skills; prior… $80,000 - $95,000 a year<br>From Ryder - Fri, 17 Feb 2023 00:16:02 GMT - View all <a href=""https://www.indeed.com/jobs?l=Cheyenne%2C+WY"">Cheyenne, WY jobs</a>","https://www.indeed.com/viewjob?t=Coop&c=Ryder+System&l=Cheyenne,+WY&jk=774497a30c472ded&rtk=1gpukpuvqkp2h800&from=rss",https://extract.feedbin.com/parser/feedbin/69ab1d8426e1b79b62cadc6472c61065bab90602?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9Q29vcCZjPVJ5ZGVyK1N5c3RlbSZsPUNoZXllbm5lLCtXWSZqaz03NzQ0OTdhMzBjNDcyZGVkJnJ0az0xZ3B1a3B1dnFrcDJoODAwJmZyb209cnNz,2023-02-17T00:16:02.000000Z,2023-02-22T08:14:43.025043Z
8,4006917461,2593879,"IT Data Scientist - Volm Companies - Antigo, WI",,"The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud… From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all Antigo, WI jobs","The Data Scientist will use tools including, but not limited to, predictive modeling, data mining, data warehouse, data lake, data transformation, and cloud…<br>From Volm Companies - Fri, 03 Feb 2023 20:56:45 GMT - View all <a href=""https://www.indeed.com/jobs?l=Antigo%2C+WI"">Antigo, WI jobs</a>","https://www.indeed.com/viewjob?t=IT+Data+Scientist&c=Volm+Companies&l=Antigo,+WI&jk=54dbcd0f853e1e16&rtk=1gq5s0l6p21fg000&from=rss",https://extract.feedbin.com/parser/feedbin/d386086378e5b98407c544cd3a8e16aa0b7264e4?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9SVQrRGF0YStTY2llbnRpc3QmYz1Wb2xtK0NvbXBhbmllcyZsPUFudGlnbywrV0kmams9NTRkYmNkMGY4NTNlMWUxNiZydGs9MWdxNXMwbDZwMjFmZzAwMCZmcm9tPXJzcw==,2023-02-03T20:56:45.000000Z,2023-02-21T16:46:12.570265Z
9,4006917460,2593879,Data Mining Analyst - Change Healthcare - West Virginia,,"In addition to your salary, Change Healthcare offers benefits such as a comprehensive benefits package, incentive and recognition programs, equity and 401k… $67,500 - $167,280 a year From Change Healthcare - Thu, 24 Mar 2022 07:23:59 GMT - View all West","In addition to your salary, Change Healthcare offers benefits such as a comprehensive benefits package, incentive and recognition programs, equity and 401k… $67,500 - $167,280 a year<br>From Change Healthcare - Thu, 24 Mar 2022 07:23:59 GMT - View all <a href=""https://www.indeed.com/jobs?l=West+Virginia"">West Virginia jobs</a>",https://www.indeed.com/viewjob?t=Data+Mining+Analyst&c=Change+Healthcare&l=West+Virginia&jk=2617849d76f7f69d&rtk=1gq5s0l6p21fg000&from=rss,https://extract.feedbin.com/parser/feedbin/995cae9b61a0fabec7dcc982e2d71391deddfb63?base64_url=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS92aWV3am9iP3Q9RGF0YStNaW5pbmcrQW5hbHlzdCZjPUNoYW5nZStIZWFsdGhjYXJlJmw9V2VzdCtWaXJnaW5pYSZqaz0yNjE3ODQ5ZDc2ZjdmNjlkJnJ0az0xZ3E1czBsNnAyMWZnMDAwJmZyb209cnNz,2022-03-24T07:23:59.000000Z,2023-02-21T16:46:12.566508Z
